ortsId,aschachId,kremsId,ortsname,ortsname_aktuell,katastralgemeinde,ortsteil,nennung,zuordnung,typ,historischeSystematik,namensvar_hist,regionHistorisch,reichskreis,regionAktuell,regionAktuellCode,latitude,longitude,staat_aktuell,staat_aktuell_code,flusssystem,verkehrsanbindung,bemerkungen,bearbeitet
328,,712,Jilowei,Jílové u Hodkovic nad Mohelkou,,"Hodkovice nad Mohelkou, [Liebenau (dt.)]",1,1,12,1,"Gillweig, Gillwein, Illeweig",5,,34,25,N 50° 39' 10'',E 15° 6' 30'',2,4,,"J. liegt an der Mohelka -> Iser/Jizera -> Elbe.
J. lag an der sog. Gabler Straße, einer Handelsverbindung von der Oberlausitz nach Prag.","<p>
	Alle Personen, die in den KWNB unter J. aufscheinen, sind auch unter weiteren Orten, die im m&auml;hrisch-b&ouml;hmischen Raum liegen, zu finden.</p>
<p>
	In der M&uuml;ller&#39;schen Karte von B&ouml;hmen (1720) ist J. unter der Bezeichnung &quot;<a href=""https://commons.wikimedia.org/wiki/File:Mullerova_mapa_Cech_09_Libenau_-_Hodkovice_nad_Mohelkou.jpg#/media/Datei:Mullerova_mapa_Cech_09_Libenau_-_Hodkovice_nad_Mohelkou.jpg"" target=""_blank"">Giloway</a>&quot; zu finden. F&uuml;r die Normalisierung wurde die Bezeichnung aus der Josephinischen Landesaufnahme gew&auml;hlt.</p>
",1
329,823,567,Imbach,Imbach,,Senftenberg,"1
2",1,12,1,"KWNB: Imbach
AMP: Imbach in Unterösterreich",1,4,1,1,N 48° 27' 0'',E 15° 35' 0'',1,7,30,"I. liegt an der Krems -> Donau. 
Die Krems mündete ursprünglich im Bereich des Kremser Hafens in die Donau. Durch den Bau des Staukraftwerks Altenwörth wurde die Mündung zusammen mit der Kampmündung nach Altenwörth verlegt.","<p>
	I. erlangte vor allem durch das <a href=""https://de.wikipedia.org/wiki/Pfarrkirche_Imbach"" target=""_blank"">Dominikanerinnenkloster I.</a> Bedeutung.</p>
",1
330,,858,Jeßnitz,[St. Anton an der Jeßnitz],,,1,1,9,2,von der Jößnitz,1,4,1,1,N 47° 57' 41'',E 15° 12' 24'',1,7,124,"[St. Anton] liegt an der Jessnitz, einem Fluss in der niederösterreichischen Eisenwurzen -> Erlauf -> Donau.","<p>
	Es handelt sich bei J. um ein Tal n&auml;chst Scheibbs in der nieder&ouml;sterreichischen Eisenwurzen, in welchem eisenverarbeitendes Gewebe angesiedelt war/ist. F&uuml;r die Angabe der Koordinaten wurde der Zentralort St. Anton an der Je&szlig;nitz gew&auml;hlt.</p>
<p>
	Die Ortschaft &quot;Jasnitz&quot; in Waidhofen/Thaya ist auszuschlie&szlig;en, da die in den KWNB genante Person, &quot;Sebastian Eggl&quot;, in den Matriken von Scheibbs als Sensenschmiedemeister &quot;<a href=""https://data.matricula-online.eu/de/oesterreich/st-poelten/scheibbs/01-05/?pg=23"" target=""_blank"">in Jesniz-hamer</a>&quot; zu finden ist. Im Katasterplan ist auch die Ortsbezeichnung &quot;Sengsenschmiedt&quot; neben &quot;Jesznitzhof&quot; in St. Anton an der Je&szlig;nitz eingezeichnet. Die &quot;Eggl&quot; werden auch als Besitzer des &quot;Sensenhammers an der Jessnitz zu St. Anton bei Scheibbs&quot; in der Literatur genannt. Vgl. SCHR&Ouml;CKENFUX, Sensenwerke, 447-450.</p>
",1
331,,1048,Ingelwitz,,,,1,2,,,Inglwiz,,,,,,,,,,,"<p>
	Zu I. gibt es nur eine Nennung in den KWNB. Es wir Haar/Flachs von I. nach Krems gebracht. I. konnte keinem modernen Ort zugeordnet werden. Ein sehr unspzifischer Hinweis im Internet verweist auf ein <a href=""https://books.google.at/books?id=k_dXAAAAYAAJ&amp;q=Ingelwitz&amp;dq=Ingelwitz&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwiE9u6g4PLqAhWiQUEAHUgZA6QQ6AEwAHoECAAQAg"" target=""_blank"">I. bei Militsch/Milicz in Schlesien</a>. Auch diese Angabe konnte nicht verifiziert werden. Ebenso bleibt ein Eintrag im Findbuch <a href=""http://www.landesarchiv-bw.de/plink/?f=2-1547571"" target=""_blank"">EL 902/8 des Landesarchivs Baden W&uuml;rttemberg, Staatsarchiv Ludwigsburg,</a> ohne verwertbaren Hinweis, wo sich I. befindet.</p>
<p>
	Denkbar w&auml;re auch, dass der Ort eine Variante von &quot;Ingolwitz&quot;/&quot;Igolwitz&quot; sein k&ouml;nnte, jedoch blieben auch diesbez&uuml;gliche Literaturhinweise Sackgassen, ohne einen modernen Ort identifizieren zu k&ouml;nnen. Ingolwitz wird in Zusammenhang mit einer Schlacht am <a href=""https://books.google.at/books?id=czpmDwAAQBAJ&amp;pg=PA29&amp;lpg=PA29&amp;dq=30.+August+1655+Polen&amp;source=bl&amp;ots=69lht3Ct79&amp;sig=ACfU3U3O_65MR0GQLG4eGPqWl7llsJamOw&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwjL8eeJ6_LqAhURM-wKHQ2qBG0Q6AEwEXoECAwQAQ#v=onepage&amp;q=30.%20August%201655%20Polen&amp;f=false"" target=""_blank"">30. August 1655 im Polnisch-russischen Krieg und der Familie Leslie erw&auml;hnt</a>. Alle diese Hinweise gehen auf ein Werk &uuml;ber die Familie Leslie von 1692 zur&uuml;ck, wo der <a href=""https://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10328212_00051.html?contextSort=score%2Cdescending&amp;contextType=scan&amp;contextRows=10&amp;context=1655"" target=""_blank"">Ort der Schlacht mit &quot;Igolnits&quot;</a> angegeben wird.</p>
<p>
	Ware und Name w&uuml;rden am ehesten f&uuml;r den m&auml;hrischen Raum sprechen. So k&ouml;nnte I. eine Verballhornung von &quot;Ingrowitz&quot; (siehe dort) sein, da eine alte Varianten von <a href=""https://swb.bsz-bw.de/DB=2.104/PPNSET?PPN=724444653&amp;INDEXSET=21"" target=""_blank"">&quot;Ingrowitz&quot; &quot;Ingerwitz&quot; war.</a></p>
<p>
	Vgl. den Eintrag in: <a href=""https://de.wikisource.org/wiki/Topographia_Bohemiae,_Moraviae_et_Silesiae:_Ingerwitz"" target=""_blank""><span class=""mw-page-title-main"">Topographia Bohemiae, Moraviae et Silesiae: Ingerwitz</span></a><span class=""mw-page-title-main"">.</span></p>
",1
332,,714,Ingrowitz,Jimramov,,,1,1,12,1,Ingrobiz,4,,32,23,N 49° 38' 13''	,E 16° 13' 34'',2,4,16,I. liegt an der Schwarza/Svratka ->Thaya -> March -> Donau.,,1
333,128,196,Innsbruck,Innsbruck,,,"1
2",1,12,1,"KWNB: Insprugg
AMP: Yhnsprugg",9,4,13,8,N 47° 15' 45'',E 11° 23' 40'',1,7,2,I. liegt am Inn -> Donau.,"<p>
	Hauptstadt des Landes Tirol.</p>
",1
334,,504,Inzersdorf,Inzersdorf ob der Traisen,,Inzersdorf-Getzersdorf,1,1,12,1,Inserstorff,1,4,1,1,N 48° 18' 56''	,E 15° 39' 44'',1,7,32,I. liegt an der Traisen -> Donau.,"<p>
	Der Familienname der in den KWNB unter I. genannten Person, &quot;Lukas Gottsmann&quot;, scheint auch im benachbarten &quot;Reichersdorf ob der Traisen&quot; in der Quelle auf. Gehandelt wurde mit Weinstein; im <a href=""https://de.wikipedia.org/wiki/Traisen_(Fluss)#Weinbau"" target=""_blank"">Traisental</a> liegen zahlreiche Weinbauorte.</p>
<p>
	&quot;Inzersdorf&quot; in Liesing/Wien ist auszuschlie&szlig;en.</p>
",1
335,149,571,Ischl,Bad Ischl,,,"1
2",1,12,1,"KWNB: Yschl
AMP: Yschl",10,4,8,5,N 47° 42' 39'',E 13° 37' 8'',1,7,17,I. liegt an der Traun -> Donau.,"<p>
	I. war ein bedeutendes Zetrum des &ouml;sterreichischen Salinenwesens.</p>
<p>
	Seit 1906 tr&auml;gt I. die Bezeichnung &quot;Bad I.&quot;</p>
",1
336,,943,Iserlohn,Iserlohn,,,1,1,12,1,"Isalon, Ißerlohn",91,2,65,55,N 51° 22' 31''	,E 7° 42' 10'',3,8,19,I. liegt an der Lenne -> Ruhr -> Rhein.,"<p>
	I. geh&ouml;rte zur Grafschaft Mark, die seit dem Ende des J&uuml;lich-Klevischen Erbfolgestreits (1609-1614) zu Brandenburg bzw. Brandenburg-Preu&szlig;en geh&ouml;rte. Zur Besitzgeschichte der Grafschaft Mark siehe K&Ouml;BLER, Historisches Lexikon, 413f.</p>
<p>
	In den KWNB sind Textillieferungen verzeichnet. Zur Bedeutung der Textilindustrie vgl. REININGHAUS, Iserlohn.</p>
",1
337,,548,Jablunka,Jablůnka,,,1,2,12,1,Jablunckha,4,,63,53,N 49° 23' 0'',E 17° 57' 0'',2,4,16,J. liegt an der Oberen Betschwa/Vsetínská Bečva -> Betschwa/Bečva -> March -> Donau.,"<p>
	Es ist nicht restlos auszuschlie&szlig;en, dass in den KWNB evtl. auch der Ort <a href=""https://de.wikipedia.org/wiki/Jablunkov"" target=""_blank"">Jablunkau/Jablunkov/Jabłonk&oacute;w</a> gemeint sein k&ouml;nnte, der einstmals zu Schlesien geh&ouml;rte und heute in Tschechien liegt. Daher ist die Zuordnung nicht eindeutig gekl&auml;rt.</p>
",1
338,,207,Jägerndorf,Krnov,,,1,1,12,1,"Jägerndorff, Jegendorf, Jegendorff",14,,26,17,N 50° 5' 22'',E 17° 42' 13'',2,4,21,J. liegt am Zusammenfluss der Oppa/Opava und der Goldoppa/Opavice -> Oder.,,1
339,,122,Jaidhof,Jaidhof,,,1,1,12,1,"Jaidthof, Jaidthoff",1,4,1,1,N 48° 32' 0'',E 15° 29' 0'',1,7,24,J. liegt knapp südlich des Kamps -> Donau.,,1
340,,178,Jaispitz,Jevišovice,,,1,1,12,1,Jeyspiz,4,,23,14,N 48° 59' 14'',E 15° 59' 23'',2,4,16,J. liegt am Jaispitzer Bach/Jevišovka -> Thaya -> March ->Donau.,,1
341,,240,Jamnitz,Jemnice,,,1,1,12,1,"Jamiz, Jämiz, Jämnitz, Jamniz, Jämniz, Jemnitz",4,,32,23,N 49° 1' 8'',E 15° 34' 11'',2,4,16,J. liegt an der Schelletau/Želetavka -> Thaya -> March -> Donau.,"<p>
	Siehe auch den Eintrag &quot;V&ouml;ttau und Jamnitz&quot;. Zu den Juden in J. siehe GOLD, Gedenkbuch, 66f.</p>
",1
342,,883,Jannewitz,,,,1,2,,,Jännewitz,,,,,,,,,,,"<p>
	Wahrscheinlich eine Schreibvariante von &quot;Janowitz&quot;. Dazu zahllose M&ouml;glichkeiten (&quot;Janovice&quot;) in <a href=""https://www.geonames.org/search.html?q=Janovice&amp;country=CZ"" target=""_blank"">B&ouml;hmen und vor allem M&auml;hren</a>. Es wird Haar nach Krems geliefert, was ebenso zu M&auml;hren passen w&uuml;rde. Jedoch gibt es in den KWNB nur einen Eintrag dazu, sodass der Ort nicht zweifelsfrei identifiziert werden konnte.</p>
",1
343,,495,Jermer,Jaroměř,,,1,1,12,1,Jerma an der Elb.,5,,25,16,N 50° 21' 22'',E 15° 55' 16'',2,4,14,"J. liegt am Zusammenfluss der Aupa/Úpa, Mettau/Metuje und der Elbe.",,1
344,,1084,Jessitz,,,,1,2,12,1,Jässiz,5,,50,41,,,2,4,,,"<p>
	Postlexika der k.k. Monarchie sowie topographische Beschreibungen B&ouml;hmens listen den Ort J. im Kreis Beraun/Beroun. Weitere Bezeichnungen in den zeitgen&ouml;ssischen Lexika: &quot;Jeschetitz&quot;, &quot;Jeschetiz&quot; und &quot;Gesseticze&quot;. Ein aktueller Ort konnte dennoch nicht identifiziert werden.Vgl. z.B. RAFFELSPERGER, Lexikon, <a href=""https://books.google.at/books?id=ZNIUAAAAYAAJ&amp;pg=PA507&amp;dq=Jessitz&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwjv1Yys-pDrAhUXSEEAHdPlBksQ6AEwCHoECAQQAg#v=onepage&amp;q=Jessitz&amp;f=false"" target=""_blank"">507</a> und <a href=""https://books.google.at/books?id=ZNIUAAAAYAAJ&amp;pg=PA507&amp;dq=Jessitz&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwjv1Yys-pDrAhUXSEEAHdPlBksQ6AEwCHoECAQQAg#v=onepage&amp;q=Jessitz&amp;f=false"" target=""_blank"">511</a>; CRUSIUS, Post=Lexikon, <a href=""https://books.google.at/books?id=datOAAAAcAAJ&amp;pg=PA387&amp;dq=Gesseticze&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwjQhK_h_JDrAhUB66QKHbMaD3YQ6AEwBHoECAMQAg#v=onepage&amp;q=Gesseticze&amp;f=false"" target=""_blank"">387</a> und <a href=""https://books.google.at/books?id=datOAAAAcAAJ&amp;pg=PA387&amp;dq=Gesseticze&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwjQhK_h_JDrAhUB66QKHbMaD3YQ6AEwBHoECAMQAg#v=onepage&amp;q=Gesseticze&amp;f=false"" target=""_blank"">579</a>.</p>
<p>
	Selbst der Ort &quot;<a href=""https://de.wikipedia.org/wiki/Waidhofen_an_der_Thaya"" target=""_blank"">Jasnitz</a>&quot; in Waihdofen an der Thaya kann nicht v&ouml;llig ausgeschlossen werden.</p>
",1
345,,182,Jauer,Jawor,,,1,1,12,1,"Jaur, Jawer",14,,28,19,N 51° 3' 4'',E 16° 11' 36'',4,6,21,J. liegt an der Wütenden Neiße/Nysa Szalona -> Katzbach -> Oder.,,1
346,,331,Jauring,Jauring,,Aflenz,1,2,12,1,in Jauring,2,4,6,4,N 47° 33' 0'',E 15° 15' 0'',1,7,34,"J. liegt im Einzugsgebiet des Thörlbachs -> Mürz -> Mur -> Drau -> Donau.
J. liegt in unmittelbarer Nähe zu Aflenz an der Mariazellerstraße.","<p>
	In GeoNames wie auch Wikipedia kann lediglich der Ort J. in der Steiermark angegeben werden.</p>
<p>
	In den KWNB gibt es zu J. nur eine Nennung: &quot;Johann Kistl&quot; konnte in den Pfarrmatriken von&nbsp; Aflenz jedoch nicht nachgewiesen werden. Au&szlig;erdem k&ouml;nnte auch eine Verschreibung/Verballhornung/Abwandlung von Ortsnamen wie &quot;Jauernig&quot; (<a href=""https://www.geonames.org/search.html?q=Jauernig&amp;country="" target=""_blank"">Orte in Tschechien und Polen</a>) oder &quot;Jauer&quot; (siehe dort) vorliegen. Alle diese Orte leiten ihren Namen vom slawischen Wort &quot;javor&quot; f&uuml;r &quot;Ahorn&quot; ab, wie auch der Ort J.</p>
<p>
	&nbsp;</p>
",1
347,,826,Jeutendorf,Maria Jeutendorf,,Böheimkirchen,1,1,12,1,"Jeickhendorff, Jeidtendorff, Jeydendorff",1,4,1,1,N 48° 14' 33'',E 15° 44' 27'',1,7,69,J. liegt im Einzugsbereich der Perschling -> Donau.,"<p>
	Die Identit&auml;t von &quot;Jeickhendorff&quot; mit J. ergibt sich aus der Nennung der Freiherren/Grafen &quot;von Sala zu Jeickendorf&quot; in der Literatur, die sich eindeutig auf den Ort J. bezieht. Vgl. z.B.&nbsp; <a href=""https://books.google.at/books?id=ETyTUjHAKAYC&amp;pg=PA1037&amp;lpg=PA1037&amp;dq=Jeickendorf&amp;source=bl&amp;ots=d833eiewOM&amp;sig=ACfU3U3GtX27iu-NDxwQbvxKWQLBuNupsQ&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwjwkK7PmJHrAhWXQkEAHc8fBEcQ6AEwA3oECAoQAQ#v=onepage&amp;q=Jeickendorf&amp;f=false"" target=""_blank"">Genealogisch-historische Nachrichten, 1037</a>, und Topographie, 522f. Au&szlig;erdem kann die in den KWNB genannte Person (Personen?), &quot;Jakob Scheidtl&quot; (Jakob Scheiber?), in den Matrikelb&uuml;chern der Pfarre Kapelln, zu der J. bis 1784 geh&ouml;rte, nachgewiesen werden. Siehe z.B. den Eintrag anl&auml;sslich der Taufe seine Tochter <a href=""https://data.matricula-online.eu/de/oesterreich/st-poelten/kapelln/01%252C2%252C3%252F06/?pg=8"" target=""_blank"">Anna Maria 1714</a>.</p>
",1
348,,844,Jeitendorf,Jeitendorf,,Lichtenau im Waldviertel,1,1,12,1,"Jeydendorff, Jeydtendorff",1,4,1,1,N 48° 31' 0'',E 15° 19' 0'',1,7,24,J. liegt im Einzugsgebiet des Kamps -> Donau.,"<p>
	Nicht zu verwechseln mit &quot;Jeutendorf&quot;. Der Ort ist eindeutig bestimmt, da beide Personen, die in den KWNB genannt sind, in den Pfarrmatriken von Brand im Waldviertel nachgewiesen werden konnten. Zu &quot;Simon Rechberger&quot; siehe z.B. den Eintrag zur Geburt seiner <a href=""https://data.matricula-online.eu/de/oesterreich/st-poelten/brand-gf-am-loschberg/01%252C2%252C3%252F02b/?pg=18"" target=""_blank"">Tochter Rosina vom 26. Oktober 1709</a>, zur Familie &quot;Schuechp&ouml;ck&quot; (Schuhp&ouml;ck) gibt es zahlreiche Eintr&auml;ge in den Matriken, vgl. das <a href=""https://data.matricula-online.eu/de/oesterreich/st-poelten/brand-gf-am-loschberg/A+1/?pg=57"" target=""_blank"">Register der Matriken von Brand</a>.</p>
<p>
	&nbsp;</p>
",1
349,,188,Jitschin,Jičín,,,1,1,12,1,"Jidtschin, Jtschin",5,,25,16,N 50° 26' 14'',E 15° 21' 5'',2,4,14,J. liegt an der Zidlina/Cidlina -> Elbe.,,1
350,,28,Johannsthal,"Janov u Krnova, [Johannesthal (dt.)]",,,1,2,12,1,Johansthall,4,,26,17,N 50° 14' 41'',E 17° 28' 52'',2,4,21,J. liegt am Mühlgraben/Młynówka -> Oder.,"<p>
	J. geh&ouml;rte zu den m&auml;hrischen Exklaven in Schlesien.</p>
<p>
	Da es nur einen Datensatz in den KWNB zu J. gibt und der Ortsname J. bzw. seine Varianten ausgesprochen h&auml;ufig ist, ist die Zuordnung nicht eindeutig. Jedoch kommt die &quot;wei&szlig;e Ware&quot; auch aus anderen kleineren Orten im m&auml;hrisch-schlesischen Grenzgebiet nach Krems und J. war ein kleines Zentrum der Textilerzeugung, sodass die Zuordnung nicht sicher, aber wahrscheinlich ist. Die Schreibvariante &quot;Johansthal&quot; f&uuml;r J. ist in der &auml;lteren Literatur belegt (<span class=""mw-page-title-main""><a href=""http://Topographia Bohemiae, Moraviae et Silesiae"" target=""_blank"">Topographia Bohemiae, Moraviae et Silesiae, Art. Hotzeplotz</a>).</span></p>
",1
351,,958,Josefsberg,Josefsberg,,Mitterbach am Erlaufsee,1,1,12,1,Josephsberg,1,4,1,1,N 47° 50' 40'',E 15° 18' 47'',1,7,124,"J. liegt im Einzugsgebiet der Erlauf -> Donau.
J. liegt an der Mariazellerstraße.","<p>
	Die einzige in den KWNB genannte Person aus J., &quot;Joseph Supacher&quot;, kann in den <a href=""http://data.matricula-online.eu/de/oesterreich/st-poelten/annaberg/01%252C2%252C3-02/?pg=170"" target=""_blank"">Pfarrmatriken zu Josefsberg</a> (Pfarre Annaberg) nachgewiesen werden. Die Zuordnung ist daher eindeutig.</p>
<p>
	J. ist ein Teil von Mitterbach am Erlaufsee, ohne jedoch eine eigene Katastralgemeinde zu bilden.</p>
",1
352,,1008,Judenau,Judenau,,Judenau-Baumgarten,1,1,12,1,,1,4,1,1,N 48° 17' 4'',E 16° 0' 32'',1,7,15,"J. liegt zwischen der Großen und der Kleinen Tulln, rechten Zuflüssen der -> Donau.",,1
353,,658,Judendorf,Židněves,,,1,1,12,1,zu Judendorff,5,,50,41,N 50° 24' 41'',E 14° 59' 40'',2,4,14,"J. liegt an der Klenice -> Iser/Jizera -> Elbe.
J. lag an der Verbindungsstraße von Prag/Praha über Jitschin/Jičín nach Schlesien.","<p>
	Zu J. gibt es in den KWNB nur eine Nennung, die &quot;Christoph Langer&quot;, der als Fuhrmann(?) auch unter Troppau/Opava und Reichenberg/Liberec aufscheint, beinhaltet.</p>
<p>
	Die Bezeichnung J. ist auch bereits in der Josephinischen Landesaufnahme&nbsp; (1764-1767) zu finden. Im Franziszeischen Kataster (1842-1853) werden beide Namensformen, J. und Židněves (&quot;Zidowes&quot;), verwendet.</p>
",1
354,,389,Jungbunzlau,Mladá Boleslav,,,1,1,12,1,"Jung Punzl, Jungen Punzl, Jungbunzl, Jungenbunzl",5,,50,41,N 50° 24' 40'',E 14° 54' 11'',2,4,14,J. liegt an der Iser/Jizera -> Elbe.,,1
355,,489,Kadolz,Großkadolz,,Seefeld-Kadolz,1,1,12,1,Catolz,1,4,1,1,N 48° 42' 45'',E 16° 11' 10'',1,7,16,K. liegt am Seefleder Bach -> Pulkau -> Thaya -> March -> Donau.,"<p>
	Da eine Herrschaft K. in den KWNB genannt ist, ist der Ort Kleink. auszuschlie&szlig;en.</p>
",1
356,,1062,Kaladey,Koloděje nad Lužnicí,,Týn nad Vltavou,1,1,12,1,Kalladein,5,,31,22,N 49° 15' 10'',E 14° 25' 27'',2,4,14,K. liegt an der Lainsitz/Lužnice -> Moldau/Vltava -> Elbe.,,1
357,,134,Böhmisch Kamnitz,Česká Kamenice,,,1,2,12,1,"Camniz, Cämniz, Kämnitz, Kämniz, Kemniz, Pöhmbischen Kämniz",5,,38,30,N 50° 47' 52'',E 14° 25' 3'',2,4,14,B.K. liegt an der Kamnitz/Kamenice -> Elbe.,"<p>
	Zwar gibt es einen Ort &quot;B&ouml;hmisch Kamnitz&quot;, jedoch wurde in den KWNB das Attribut &quot;b&ouml;hmisch&quot; f&uuml;r viele Orte in B&ouml;hmen verwendet, um sie von gleichnamigen Orten in &Ouml;sterreich zu unterscheiden, auch wenn sie nicht offiziell &quot;b&ouml;hmisch&quot; genannt wurden. Da &quot;Kamnitz&quot; und die unterschiedlichen Schreibformen h&auml;ufig in B&ouml;hmen anzutreffen sind, bleibt hier eine Unsicherheit bei der Zuordnung. Jedoch kommen Mitglieder der Familie Kraus/Krause auch in den B.K. benachbarten Orten vor.</p>
",1
358,,989,Kamp,,,,1,2,,,Kampp,1,4,1,1,,,1,7,,,"<p>
	In den KWNB nur ein Eintrag zu K.: &quot;Wolfgang Peck&quot;, der Pech nach Krems liefert. Es gibt in Nieder&ouml;sterreich mehrere M&ouml;glichkeiten - eine Durchsicht der Matriken von <a href=""https://de.wikipedia.org/wiki/Arbesbach"" target=""_blank"">K. als OT von Arbesbach</a> hat keinen Eintrag zu einer Familie &quot;Peck&quot;/&quot;Beck&quot;/&quot;P&ouml;ck&quot; etc. gebracht. In den Matriken von <a href=""https://de.wikipedia.org/wiki/Grafenw%C3%B6rth"" target=""_blank"">Grafenw&ouml;rth, das auch einen OT K. </a>hat, konnten Familien &quot;P&ouml;ck&quot; und &quot;P&ouml;ckl&quot; nachgewiesen werden, jedoch kein &quot;Wolfgang Peck&quot;. Da der Name zu unspezifisch ist, konnte der Ort nicht eindeutig identifiziert werden.</p>
",1
359,,740,Kanitz,Dolní Kounice,,,1,1,12,1,"Caniz, Käniz",4,,23,14,N 49° 4' 12'',E 16° 27' 53'',2,4,16,K. liegt an der Igel/Jihlava -> Schwarza/Svratka -> Thaya -> March -> Donau.,,1
360,,595,Kapelln,Kapelln an der Perschling,,,1,1,12,1,Capellen,1,4,1,1,N 48° 15' 29''	,E 15° 45' 26'',1,7,69,K. liegt an der Perschling -> Donau.,"<p>
	Handelsgut, das laut der KWNB aus K. kommt, ist Weinstein, der auch aus anderen umliegenden Orten von K. nach Krems gebracht wurde.</p>
",1
361,,836,Kapfenberg,Kapfenberg ,,,1,1,12,1,Kappenberg,2,4,6,4,N 47° 26' 40'',E 15° 17' 35'',1,7,34,K. liegt an der Mürz -> Mur -> Drau.,"<p>
	Zur Variante &quot;Kappenberg&quot; siehe u.a. <a href=""https://books.google.at/books?id=eWT0qYqtOpQC&amp;pg=PA32&amp;dq=Kappenberg+Kapfenberg&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwjx_9m72LPrAhWrMewKHYW_BvwQ6AEwBXoECAEQAg#v=onepage&amp;q=Kappenberg%20Kapfenberg&amp;f=false"" target=""_blank"">WIDIMSKY, St&auml;dtewappen, 32f</a>.</p>
",1
363,,717,Karlstein (an der Thaya),Karlstein an der Thaya,,,1,1,12,1,Carlstain,1,4,1,,N 48° 53' 0'',E 15° 24' 0'',1,7,16,K. liegt an der Thaya -> March -> Donau.,"<p>
	K. scheint in den KWNB in Zusammenhang mit <a href=""https://de.wikipedia.org/wiki/Schloss_Karlstein_(Nieder%C3%B6sterreich)"" target=""_blank"">Schloss K.</a> und der Verteilung von Munition f&uuml;r einen T&uuml;rkenkrieg auf.</p>
",1
364,,792,Karlstetten,Karlstetten,,,1,1,12,1,Carlstötten,1,4,1,1,N 48° 15' 33''	,E 15° 33' 55'',1,7,118,K. liegt am Fladnitzbach -> Donau.,"<p>
	K. scheint in den KWNB in Zusammenhang mit der <a href=""http://d-nb.info/gnd/1063073618"" target=""_blank"">Herrschaft K.</a> auf.</p>
",1
365,,708,Kartaus,"Kartouzy, [Karthaus (dt.)]",,Valdice,1,1,12,1,Cartaus,5,,25,16,N 50° 27' 18'',E 15° 23' 5'',2,4,14,K. liegt im Einzugsgebiet der Zidlina/Cidlina -> Elbe.,"<p>
	K. scheint nur ein einziges Mal in den KWNB auf. Die Person &quot;Georg Dresl&quot; d&uuml;rfte identisch mit &quot;Georg Dressler&quot; aus dem nahen Ort &quot;Putzka&quot;/Pecka (siehe dort) sein. Beide Orte geh&ouml;rten zu den Besitzungen Albrechts von Waldstein.</p>
",1
366,,576,Kasten (bei Böheimkirchen),Kasten bei Böheimkirchen,,,1,1,12,1,Kasten,1,4,1,1,N 48° 9' 11'',E 15° 46' 46'',1,7,69,K. liegt am Stössingbach -> Perschling -> Donau.,,1
368,,94,Kaufbeuren,Kaufbeuren,,,1,1,12,1,"Khopfpayren, Khopfpeyren, Kopfpeyren, Kopfpeyrn",119,10,2,2,N 47° 52' 56'',E 10° 37' 18'',3,8,13,K. liegt an der Wertach -> Lech -> Donau.,"<p>
	Zur Reichsstadt K. siehe K&Ouml;BLER, Historisches Lexikon, 329.</p>
",1
369,,728,Kautzen,Kautzen,,,1,1,12,1,Kauzen,1,4,1,1,N 48° 55' 48''	,E 15° 14' 21'',1,7,16,K. liegt am Kautzenbach -> Reutbach -> Schwarzbach -> Taxenbach -> Thaya -> March -> Donau.,"<p>
	Seit 1675 bestand eine <a href=""https://www.museumnoe.at/de/das-museum/blog/papiermuehlen-in-niederoesterreich"" target=""_blank"">Papierm&uuml;hle in K</a>. - auf diese bzw. auf Papier bezieht sich auch der Eintrag in den KWNB.</p>
",1
370,51,1079,Kelheim,Kelheim,,,"1
2",1,12,1,"KWNB: Khelham
AMP: Kelhaimb, Kelhalbm, Kelhamb",6,5,2,2,N 48° 55' 2'',E 11° 53' 10'',3,8,1,K. liegt an der Donau.,,1
371,,237,Kemating,,,,1,2,,,Kemeting,,,,,,,,,,,"<p>
	Es gibt zu K. nur einen Eintrag in den KWNB &uuml;ber eine Lieferung von Leinen, weshalb ein Ort im heutigen Ober&ouml;sterreich wahrscheinlich ist - jedoch gibt es mehrere M&ouml;glichkeiten. Am wahrscheinlichsten ist der Ort <a href=""https://de.wikipedia.org/wiki/Lohnsburg_am_Kobernau%C3%9Ferwald"" target=""_blank"">K. als OT von Lohnsburg am Kobernau&szlig;erwald</a> (Innbayern bis 1779). Da die Pfarrmatriken von Lohnsburg erst mit 1750 einsetzen, fehlt ein eindeutiger Nachweis.</p>
",1
